State,Yr,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Income,IncomePerCap
Louisiana,2015,4625253,48.88718519830159,51.11281480169841,73.73940409313826,2016049,4.731063943961552,59.473891611983184,31.877657914064372,0.5392390643279406,1.6719501181881289,0.023712324493384472,19.81447892688248,28.23824951845877,32.114155528357024,19.27063053631877,23.81346017180033,12.302635855811562,12.497392856131324,82.43855845291058,9.83328034163753,1.3162604294294822,1.8979710515295043,2.052286739774019,2.4399862234563163,25.224580687802383,78.62341251386681,15.732852083983296,5.5107170137503845,0.13107406232696894,8.199953710640258,46110.82042549561,24981.354509256034
Maine,2015,1329100,48.91136859529004,51.08863140470995,78.87096531487472,648687,1.4655642916259122,93.86705492438492,1.0973728086675194,0.5654226168083667,1.1006116921224889,0.0022874125347979836,13.943773831916337,18.58450823865774,35.109733804830334,18.57124174253254,23.885485742231584,10.89764961251975,11.538740049657664,78.03428508012942,10.320645248664512,0.6198190504852907,3.981786171093221,1.6301828304867958,5.414842148822512,23.583829508690094,76.89056775261454,14.185325784365363,8.809235873899631,0.15082394101271537,6.908322699571139,50498.73659561545,27654.70874125348
Maryland,2015,5930538,48.43815181691779,51.561848183082205,70.52043170450978,2976504,8.997103955829978,53.02579642858708,29.064669394243825,0.1895204617186502,5.974793905713108,0.018755026946965014,10.021405258679735,13.63713003778072,44.25330782805877,17.30556785910486,22.636316536543564,7.854561474861134,7.956787562949601,73.58466064967463,9.44324712193059,9.042499297702838,2.470085294116655,1.2634432154384647,4.19549808128706,32.110020861513746,72.91887766337555,22.212666237026056,4.747602898758931,0.1251119375678901,7.4838863017149535,78461.66864516224,36897.28788045874
Massachusetts,2015,6705586,48.46183465546486,51.53816534453514,72.33667572080948,3415975,10.546082982158458,74.28727290948174,6.475745296533368,0.12938745398239618,5.962056485443629,0.008243321314498092,11.609560983931901,15.38902091480148,43.943559712752915,17.699026408728482,22.53559401072479,6.962236320584063,8.845625363689319,71.78749511228399,7.727871479092208,9.489038482244505,4.723897806992559,1.71918364778261,4.543123330309984,28.607546245771807,81.3531208010754,12.476388431972984,6.055642892358698,0.1267279250463718,7.619011582283784,70399.37927092558,36894.43988116773
Michigan,2015,9900571,49.10800599278567,50.891994007214336,74.54252891070627,4373518,4.7030145534030305,75.88295119544117,13.800020675575173,0.48238850062284294,2.716774931466073,0.005883559645196221,16.7234823122828,23.3935141013584,34.3416004087037,18.37921404735141,23.722003811699345,7.863042060907397,15.675504039110471,82.53959291842862,8.934669757936184,1.4398223193389557,2.2075015572334156,1.292379237520745,3.612932728829479,24.188116574286475,83.63855464497956,11.156303176857177,5.044340472887877,0.16607294670176093,10.007806095224204,51151.971532985575,26606.757889418703
Minnesota,2015,5419171,49.67855784584026,50.32144215415975,72.90426893707543,2827195,4.989134500461417,81.70496991144958,5.426245767110875,0.9554114088667808,4.415233031030023,0.010411537115178688,11.307642755690859,14.743379587025391,39.2259240204821,16.665321946843907,23.05593595404167,8.011562137456078,13.044565008190363,78.0296525797027,8.788322605062659,3.453321402849253,2.8468467224968537,1.650145382015072,5.214297131424713,23.120726306662036,82.1602274960506,11.983317872789023,5.690779752105994,0.15608953841833004,5.611209408228677,63287.36480186191,32157.258765778013
Mississippi,2015,2988081,48.583790064593295,51.41620993540671,73.97470148901586,1203914,2.8987589024527787,57.37645743204421,37.23304870249501,0.4022805272012372,0.9589917073867807,0.006270077685310405,22.62380762101161,31.803079066464395,30.719479023493683,17.908521422277367,23.442134968898095,11.257291351874336,16.680133269479647,84.29072073347412,10.082382003700701,0.40785735058721656,1.5352448611667482,1.473587831119705,2.2034733328848857,24.250471054834176,75.71596894461698,18.64754429347799,5.489275960055968,0.14614981990113382,10.508525806362007,41216.37626109506,21057.23004396467
Missouri,2015,6045448,49.028674136308844,50.97132586369116,74.85028404842784,2807996,3.8616054095577375,80.23158687329708,11.442127597491531,0.3724611310857361,1.7512364840455164,0.0841092504641509,15.673048548263083,21.917935031448454,34.695560428275954,18.177440398130955,24.59894666201745,8.9974882920174,13.523592114265151,81.47424981572908,9.464620603799746,1.4635950884037048,1.9743485677157422,1.2863105430730686,4.316925048400052,23.23169856063604,81.05179500344721,12.92567416012841,5.817585446107549,0.19324506637059824,7.538242376743624,50154.885821774675,26258.76651176224
Montana,2015,1014699,50.277274344411495,49.722725655588505,76.99327583845061,485446,3.318329376494902,86.98490921938426,0.45096269928323574,6.254190947266134,0.6720982281445038,0.07466874413003263,15.202133933314215,19.17927720437292,35.739674721272024,19.259374849093177,22.58321807747913,12.894746225235265,9.535405869129663,75.03369491839453,10.485630319927388,0.8172918274286265,4.917203623931827,2.383224483319684,6.359864550965358,18.16065000556816,71.68234303966004,18.49457849076425,9.296582434791006,0.516338047046464,6.33881939373154,48005.027957795515,26380.779873637402
Nebraska,2015,1869365,49.728437196588146,50.271562803411854,71.3536414771861,968134,9.95738365701722,80.76913449219388,4.576359833419372,0.6930334632348418,2.0134199046200187,0.051518563790378016,12.749011081303014,17.0515710415034,35.59515830241819,16.693107659552847,23.996445423980877,10.227179978227898,13.49045857818029,81.17436856900605,9.562260339741034,0.722382948220385,2.8396178381428987,1.3304094171015295,4.398347567222024,18.251229963115804,78.85320517929885,14.140951018126477,6.77377344713312,0.19485552580689167,4.698928192193606,53859.07573435082,27882.044663829696
